name,id,smi,graph_dfs,linear_encoding,is_molecule,is_product,mod_mol,img,rdkit_mol,rdkit_svg,indigo_mol,indigo_svg,MolWt,LogP,MR,TPSA,# H acceptors,# H donors,# Rotatable bonds,# Atoms,# Bonds,# C atoms,# O atoms,# H atoms,# Atoms (no H),# Bonds (no H)
"p_{0,109}",466,CC=CC(CC(CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H])=[O],CC=CC(CC(CC(O)=O)=O)=O,True,True,'g_{827}',images/mod_mol114.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0dee0>,images/rdkit_mol114.svg,<indigo.IndigoObject object at 0x7f29fd4e06a0>,images/indigo_mol114.svg,170.164,0.5654999999999999,41.69780000000001,71.44,3.0,1.0,5.0,22,21,8,4,10,12.0,11.0
"p_{0,110}",470,CCCC(CC(CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])=[O],CCCC(CC(CC(O)=O)=O)=O,True,True,'g_{828}',images/mod_mol115.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc0df80>,images/rdkit_mol115.svg,<indigo.IndigoObject object at 0x7f29fd4e0710>,images/indigo_mol115.svg,172.17999999999998,0.7894999999999999,41.79180000000001,71.44,3.0,1.0,6.0,24,23,8,4,12,12.0,11.0
"p_{0,111}",474,CC(CC(O)CC(CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])=[O],CC(CC(O)CC(CC(O)=O)=O)=O,True,True,'g_{829}',images/mod_mol116.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70bc0>,images/rdkit_mol116.svg,<indigo.IndigoObject object at 0x7f29fd4e05c0>,images/indigo_mol116.svg,188.179,-0.2397000000000003,43.18160000000001,91.66999999999999,4.0,2.0,6.0,25,24,8,5,12,13.0,12.0
"p_{0,112}",478,CC(O)CC(O)CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])=[O],CC(O)CC(O)CC(CC(O)=O)=O,True,True,'g_{830}',images/mod_mol117.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70f30>,images/rdkit_mol117.svg,<indigo.IndigoObject object at 0x7f29fd4e07b8>,images/indigo_mol117.svg,190.19499999999996,-0.44790000000000024,44.18140000000001,94.82999999999998,4.0,3.0,6.0,27,26,8,5,14,13.0,12.0
"p_{0,113}",482,CC=CC(O)CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])=[O],CC=CC(O)CC(CC(O)=O)=O,True,True,'g_{831}',images/mod_mol118.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70080>,images/rdkit_mol118.svg,<indigo.IndigoObject object at 0x7f29fd4e05f8>,images/indigo_mol118.svg,172.18,0.35729999999999995,42.697600000000016,74.6,3.0,2.0,5.0,24,23,8,4,12,12.0,11.0
"p_{0,114}",486,CCCC(O)CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])=[O],CCCC(O)CC(CC(O)=O)=O,True,True,'g_{832}',images/mod_mol119.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70f80>,images/rdkit_mol119.svg,<indigo.IndigoObject object at 0x7f29fd4e0780>,images/indigo_mol119.svg,174.196,0.5812999999999999,42.79160000000001,74.6,3.0,2.0,6.0,26,25,8,4,14,12.0,11.0
"p_{0,115}",490,CC(CC=CC(CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H])=[O],CC(CC=CC(CC(O)=O)=O)=O,True,True,'g_{833}',images/mod_mol120.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70ee0>,images/rdkit_mol120.svg,<indigo.IndigoObject object at 0x7f29fd4e0668>,images/indigo_mol120.svg,170.164,0.5654999999999999,41.69780000000001,71.44,3.0,1.0,5.0,22,21,8,4,10,12.0,11.0
"p_{0,116}",494,CC(O)CC=CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])=[O],CC(O)CC=CC(CC(O)=O)=O,True,True,'g_{834}',images/mod_mol121.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70d50>,images/rdkit_mol121.svg,<indigo.IndigoObject object at 0x7f29fd4e0828>,images/indigo_mol121.svg,172.17999999999998,0.3572999999999999,42.697600000000016,74.6,3.0,2.0,5.0,24,23,8,4,12,12.0,11.0
"p_{0,117}",498,CC=CC=CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H])=[O],CC=CC=CC(CC(O)=O)=O,True,True,'g_{835}',images/mod_mol122.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70df0>,images/rdkit_mol122.svg,<indigo.IndigoObject object at 0x7f29fd4e0438>,images/indigo_mol122.svg,154.165,1.1625,41.213800000000006,54.37,2.0,1.0,4.0,21,20,8,3,10,11.0,10.0
"p_{0,118}",502,CCCC=CC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])=[O],CCCC=CC(CC(O)=O)=O,True,True,'g_{836}',images/mod_mol123.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70da0>,images/rdkit_mol123.svg,<indigo.IndigoObject object at 0x7f29fd4e06d8>,images/indigo_mol123.svg,156.18099999999998,1.3865,41.30780000000001,54.37,2.0,1.0,5.0,23,22,8,3,12,11.0,10.0
"p_{0,119}",506,CC(CCCC(CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H])=[O],CC(CCCC(CC(O)=O)=O)=O,True,True,'g_{837}',images/mod_mol124.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70c10>,images/rdkit_mol124.svg,<indigo.IndigoObject object at 0x7f29fd4e07f0>,images/indigo_mol124.svg,172.17999999999998,0.7894999999999999,41.79180000000001,71.44,3.0,1.0,6.0,24,23,8,4,12,12.0,11.0
"p_{0,120}",510,CC(O)CCCC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H])=[O],CC(O)CCCC(CC(O)=O)=O,True,True,'g_{838}',images/mod_mol125.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70d00>,images/rdkit_mol125.svg,<indigo.IndigoObject object at 0x7f29fd4e0978>,images/indigo_mol125.svg,174.196,0.5812999999999999,42.79160000000001,74.6,3.0,2.0,6.0,26,25,8,4,14,12.0,11.0
"p_{0,121}",514,CC=CCCC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H])=[O],CC=CCCC(CC(O)=O)=O,True,True,'g_{839}',images/mod_mol126.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70b70>,images/rdkit_mol126.svg,<indigo.IndigoObject object at 0x7f29fd4ee400>,images/indigo_mol126.svg,156.18099999999998,1.3865,41.30780000000001,54.37,2.0,1.0,5.0,23,22,8,3,12,11.0,10.0
"p_{0,122}",518,CCCCCC(CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H])=[O],CCCCCC(CC(O)=O)=O,True,True,'g_{840}',images/mod_mol127.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc70b20>,images/rdkit_mol127.svg,<indigo.IndigoObject object at 0x7f29fd4ee860>,images/indigo_mol127.svg,158.19699999999997,1.6105,41.4018,54.37,2.0,1.0,6.0,25,24,8,3,14,11.0,10.0
"p_{0,123}",522,CC(CC(CC(O)CC(O)=O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])=[O],CC(CC(CC(O)CC(O)=O)=O)=O,True,True,'g_{841}',images/mod_mol128.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22030>,images/rdkit_mol128.svg,<indigo.IndigoObject object at 0x7f29fd4eed68>,images/indigo_mol128.svg,188.17899999999997,-0.2397000000000003,43.18160000000001,91.66999999999999,4.0,2.0,6.0,25,24,8,5,12,13.0,12.0
"p_{0,124}",526,CC(O)CC(CC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])=[O],CC(O)CC(CC(O)CC(O)=O)=O,True,True,'g_{842}',images/mod_mol129.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22080>,images/rdkit_mol129.svg,<indigo.IndigoObject object at 0x7f29fd4eedd8>,images/indigo_mol129.svg,190.19499999999996,-0.44790000000000024,44.18140000000001,94.82999999999998,4.0,3.0,6.0,27,26,8,5,14,13.0,12.0
"p_{0,125}",530,CC=CC(CC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H])[H])=[O],CC=CC(CC(O)CC(O)=O)=O,True,True,'g_{843}',images/mod_mol130.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc220d0>,images/rdkit_mol130.svg,<indigo.IndigoObject object at 0x7f29fd4eeda0>,images/indigo_mol130.svg,172.17999999999998,0.35729999999999995,42.697600000000016,74.6,3.0,2.0,5.0,24,23,8,4,12,12.0,11.0
"p_{0,126}",534,CCCC(CC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])=[O],CCCC(CC(O)CC(O)=O)=O,True,True,'g_{844}',images/mod_mol131.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22120>,images/rdkit_mol131.svg,<indigo.IndigoObject object at 0x7f29fd4eee10>,images/indigo_mol131.svg,174.19599999999997,0.5812999999999999,42.79160000000001,74.6,3.0,2.0,6.0,26,25,8,4,14,12.0,11.0
"p_{0,127}",538,CC(CC(O)CC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H])=[O],CC(CC(O)CC(O)CC(O)=O)=O,True,True,'g_{845}',images/mod_mol132.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22170>,images/rdkit_mol132.svg,<indigo.IndigoObject object at 0x7f29fd4eee48>,images/indigo_mol132.svg,190.19499999999996,-0.44790000000000024,44.18140000000001,94.82999999999998,4.0,3.0,6.0,27,26,8,5,14,13.0,12.0
"p_{0,128}",542,CC(O)CC(O)CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H])=[O],CC(O)CC(O)CC(O)CC(O)=O,True,True,'g_{846}',images/mod_mol133.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc221c0>,images/rdkit_mol133.svg,<indigo.IndigoObject object at 0x7f29fd4eee80>,images/indigo_mol133.svg,192.21099999999998,-0.6560999999999999,45.18120000000002,97.99000000000001,4.0,4.0,6.0,29,28,8,5,16,13.0,12.0
"p_{0,129}",546,CC=CC(O)CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H])=[O],CC=CC(O)CC(O)CC(O)=O,True,True,'g_{847}',images/mod_mol134.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22210>,images/rdkit_mol134.svg,<indigo.IndigoObject object at 0x7f29fd4eeeb8>,images/indigo_mol134.svg,174.19599999999997,0.14910000000000007,43.69740000000001,77.75999999999999,3.0,3.0,5.0,26,25,8,4,14,12.0,11.0
"p_{0,130}",550,CCCC(O)CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H])=[O],CCCC(O)CC(O)CC(O)=O,True,True,'g_{848}',images/mod_mol135.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22260>,images/rdkit_mol135.svg,<indigo.IndigoObject object at 0x7f29fd4eeef0>,images/indigo_mol135.svg,176.21199999999996,0.37310000000000004,43.79140000000001,77.75999999999999,3.0,3.0,6.0,28,27,8,4,16,12.0,11.0
"p_{0,131}",554,CC(CC=CC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])=[O],CC(CC=CC(O)CC(O)=O)=O,True,True,'g_{849}',images/mod_mol136.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc222b0>,images/rdkit_mol136.svg,<indigo.IndigoObject object at 0x7f29fd4eef28>,images/indigo_mol136.svg,172.17999999999998,0.35729999999999995,42.697600000000016,74.6,3.0,2.0,5.0,24,23,8,4,12,12.0,11.0
"p_{0,132}",558,CC(O)CC=CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])=[O],CC(O)CC=CC(O)CC(O)=O,True,True,'g_{850}',images/mod_mol137.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22300>,images/rdkit_mol137.svg,<indigo.IndigoObject object at 0x7f29fd4eef60>,images/indigo_mol137.svg,174.19599999999997,0.1491,43.69740000000001,77.75999999999999,3.0,3.0,5.0,26,25,8,4,14,12.0,11.0
"p_{0,133}",562,CC=CC=CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H])[H])=[O],CC=CC=CC(O)CC(O)=O,True,True,'g_{851}',images/mod_mol138.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22350>,images/rdkit_mol138.svg,<indigo.IndigoObject object at 0x7f29fd4eef98>,images/indigo_mol138.svg,156.18099999999998,0.9543000000000001,42.21360000000001,57.53,2.0,2.0,4.0,23,22,8,3,12,11.0,10.0
"p_{0,134}",566,CCCC=CC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])=[O],CCCC=CC(O)CC(O)=O,True,True,'g_{852}',images/mod_mol139.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc223a0>,images/rdkit_mol139.svg,<indigo.IndigoObject object at 0x7f29fd4eefd0>,images/indigo_mol139.svg,158.19699999999997,1.1783000000000001,42.3076,57.53,2.0,2.0,5.0,25,24,8,3,14,11.0,10.0
"p_{0,135}",570,CC(CCCC(O)CC(O)=O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H])[H])=[O],CC(CCCC(O)CC(O)=O)=O,True,True,'g_{853}',images/mod_mol140.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc223f0>,images/rdkit_mol140.svg,<indigo.IndigoObject object at 0x7f29fd4f9048>,images/indigo_mol140.svg,174.196,0.5812999999999999,42.79160000000001,74.6,3.0,2.0,6.0,26,25,8,4,14,12.0,11.0
"p_{0,136}",574,CC(O)CCCC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])[H])[H])=[O],CC(O)CCCC(O)CC(O)=O,True,True,'g_{854}',images/mod_mol141.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22440>,images/rdkit_mol141.svg,<indigo.IndigoObject object at 0x7f29fd4f9080>,images/indigo_mol141.svg,176.212,0.3731,43.79140000000001,77.75999999999999,3.0,3.0,6.0,28,27,8,4,16,12.0,11.0
"p_{0,137}",578,CC=CCCC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])[H])[H])=[O],CC=CCCC(O)CC(O)=O,True,True,'g_{855}',images/mod_mol142.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22490>,images/rdkit_mol142.svg,<indigo.IndigoObject object at 0x7f29fd4f90b8>,images/indigo_mol142.svg,158.197,1.1783000000000001,42.3076,57.53,2.0,2.0,5.0,25,24,8,3,14,11.0,10.0
"p_{0,138}",582,CCCCCC(O)CC(O)=O,[O]([H])[C]([C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])[H])[H])=[O],CCCCCC(O)CC(O)=O,True,True,'g_{856}',images/mod_mol143.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc224e0>,images/rdkit_mol143.svg,<indigo.IndigoObject object at 0x7f29fd4f90f0>,images/indigo_mol143.svg,160.213,1.4023,42.4016,57.53,2.0,2.0,6.0,27,26,8,3,16,11.0,10.0
"p_{0,139}",586,CC(CC(CC=CC(O)=O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[C](=[O])[C]([H])([H])[H])=[O],CC(CC(CC=CC(O)=O)=O)=O,True,True,'g_{857}',images/mod_mol144.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22530>,images/rdkit_mol144.svg,<indigo.IndigoObject object at 0x7f29fd4f9128>,images/indigo_mol144.svg,170.16399999999996,0.5654999999999999,41.69780000000001,71.44,3.0,1.0,5.0,22,21,8,4,10,12.0,11.0
"p_{0,140}",590,CC(O)CC(CC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])=[O],CC(O)CC(CC=CC(O)=O)=O,True,True,'g_{858}',images/mod_mol145.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22580>,images/rdkit_mol145.svg,<indigo.IndigoObject object at 0x7f29fd4f9160>,images/indigo_mol145.svg,172.17999999999998,0.3572999999999999,42.69760000000001,74.6,3.0,2.0,5.0,24,23,8,4,12,12.0,11.0
"p_{0,141}",594,CC=CC(CC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])=[C]([H])[C]([H])([H])[H])=[O],CC=CC(CC=CC(O)=O)=O,True,True,'g_{859}',images/mod_mol146.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc225d0>,images/rdkit_mol146.svg,<indigo.IndigoObject object at 0x7f29fd4f9198>,images/indigo_mol146.svg,154.16499999999996,1.1625,41.213800000000006,54.37,2.0,1.0,4.0,21,20,8,3,10,11.0,10.0
"p_{0,142}",598,CCCC(CC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])=[O],CCCC(CC=CC(O)=O)=O,True,True,'g_{860}',images/mod_mol147.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22620>,images/rdkit_mol147.svg,<indigo.IndigoObject object at 0x7f29fd4f91d0>,images/indigo_mol147.svg,156.18099999999995,1.3865,41.30780000000001,54.37,2.0,1.0,5.0,23,22,8,3,12,11.0,10.0
"p_{0,143}",602,CC(CC(O)CC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])=[O],CC(CC(O)CC=CC(O)=O)=O,True,True,'g_{861}',images/mod_mol148.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22670>,images/rdkit_mol148.svg,<indigo.IndigoObject object at 0x7f29fd4f9208>,images/indigo_mol148.svg,172.17999999999998,0.35729999999999995,42.69760000000001,74.6,3.0,2.0,5.0,24,23,8,4,12,12.0,11.0
"p_{0,144}",606,CC(O)CC(O)CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])[H])=[O],CC(O)CC(O)CC=CC(O)=O,True,True,'g_{862}',images/mod_mol149.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc226c0>,images/rdkit_mol149.svg,<indigo.IndigoObject object at 0x7f29fd4f9240>,images/indigo_mol149.svg,174.196,0.14909999999999995,43.69740000000001,77.75999999999999,3.0,3.0,5.0,26,25,8,4,14,12.0,11.0
"p_{0,145}",610,CC=CC(O)CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])=[C]([H])[C]([H])([H])[H])[H])=[O],CC=CC(O)CC=CC(O)=O,True,True,'g_{863}',images/mod_mol150.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22710>,images/rdkit_mol150.svg,<indigo.IndigoObject object at 0x7f29fd4f9278>,images/indigo_mol150.svg,156.18099999999998,0.9542999999999999,42.21360000000001,57.53,2.0,2.0,4.0,23,22,8,3,12,11.0,10.0
"p_{0,146}",614,CCCC(O)CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([C]([H])([C]([H])([H])[H])[H])[H])[H])=[O],CCCC(O)CC=CC(O)=O,True,True,'g_{864}',images/mod_mol151.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22760>,images/rdkit_mol151.svg,<indigo.IndigoObject object at 0x7f29fd4f92b0>,images/indigo_mol151.svg,158.19699999999997,1.1783,42.3076,57.53,2.0,2.0,5.0,25,24,8,3,14,11.0,10.0
"p_{0,147}",618,CC(CC=CC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[C](=[O])[C]([H])([H])[H])=[O],CC(CC=CC=CC(O)=O)=O,True,True,'g_{865}',images/mod_mol152.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc227b0>,images/rdkit_mol152.svg,<indigo.IndigoObject object at 0x7f29fd4f92e8>,images/indigo_mol152.svg,154.16499999999996,1.1624999999999999,41.213800000000006,54.37,2.0,1.0,4.0,21,20,8,3,10,11.0,10.0
"p_{0,148}",622,CC(O)CC=CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[C]([O][H])([C]([H])([H])[H])[H])=[O],CC(O)CC=CC=CC(O)=O,True,True,'g_{866}',images/mod_mol153.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22800>,images/rdkit_mol153.svg,<indigo.IndigoObject object at 0x7f29fd4f9320>,images/indigo_mol153.svg,156.18099999999998,0.9542999999999999,42.21360000000001,57.53,2.0,2.0,4.0,23,22,8,3,12,11.0,10.0
"p_{0,149}",626,CC=CC=CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([H])[H])=[O],CC=CC=CC=CC(O)=O,True,True,'g_{867}',images/mod_mol154.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc22850>,images/rdkit_mol154.svg,<indigo.IndigoObject object at 0x7f29fd4f9358>,images/indigo_mol154.svg,138.16599999999997,1.7595,40.729800000000004,37.3,1.0,1.0,3.0,20,19,8,2,10,10.0,9.0
"p_{0,150}",630,CCCC=CC=CC(O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[H])[H])[H])=[O],CCCC=CC=CC(O)=O,True,True,'g_{868}',images/mod_mol155.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc228a0>,images/rdkit_mol155.svg,<indigo.IndigoObject object at 0x7f29fd4f9390>,images/indigo_mol155.svg,140.18199999999996,1.9835,40.823800000000006,37.3,1.0,1.0,4.0,22,21,8,2,12,10.0,9.0
"p_{0,151}",634,CC(CCCC=CC(O)=O)=O,[O]([H])[C]([C]([H])=[C]([H])[C]([H])([C]([H])([C]([H])([H])[C](=[O])[C]([H])([H])[H])[H])[H])=[O],CC(CCCC=CC(O)=O)=O,True,True,'g_{869}',images/mod_mol156.svg,<rdkit.Chem.rdchem.Mol object at 0x7f2a0bc228f0>,images/rdkit_mol156.svg,<indigo.IndigoObject object at 0x7f29fd4f93c8>,images/indigo_mol156.svg,156.18099999999998,1.3865,41.30780000000001,54.37,2.0,1.0,5.0,23,22,8,3,12,11.0,10.0
